"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Uganda","UGA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","319400000","228800000","347100000","367700000","407300000","347800000","406800000","333600000","266300000","277700000","177800000","173200000","151200000","200000000","463000000","560300000","639330000","592620000","510200000","483500000","449900000","467237907.73","478169944.69","572217735.780241","759123292.303551","1015857576.2569","1175873033.07","1764969158.39609","2207628743.33645","2326561994.33952","2163974070.52818","2519126642.63771","2810480876.78364","2828714739.59046","2724773132.7444","2667186166.80386","2921246770.87465","3449910974.92032","3636182324.3842","4095646134.77438","4461295408.45543","4493853867.2841",
"Ukraine","UKR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13221000000","13149000000","13882000000","15386000000","12100000000","11624000000","13781000000","15122000000","16514000000","21437000000","30581000000","32184000000","36174000000","46168000000","63188000000","37134000000","47299000000","62383000000","64427000000","59106000000","50552000000","35420000000","33560000000","39701000000","43341000000","46091000000","45143000000","63113000000",
"Upper middle income","UMC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","185680263001.573","189915623783.758","209473831305.496","203758704802.624","186441533115.905","229626759698.068","261515461565.183","280294881430.171","312809148790.955","330703528145.568","366091774911.145","397098146076.611","477045588978.536","587110368160.741","652645925199.132","600993806092.28","614735992898.793","644646640484.786","791953242154.568","776206977042.112","831280488418.552","1189768969797.7","1535410952662.64","1921016155969.09","2368337321356.77","2836788257229.79","3435974217380.15","2676916715339.72","3460539230200.78","4237721281505.66","4495216055177.15","4642976643112.36","4664677527316.84","4118027290602.34","3850192090601.51","4367106254517.54","4864554902455.81","4778787581692.05","4601001849573.52","5974432104584.1",
"Uruguay","URY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","686100000","788100000","1058500000","1229700000","1256400000","1156400000","924600000","853600000","1087800000","1182300000","1404500000","1599000000","1692900000","1604700000","1801400000","1731600000","1917600000","2147600000","2448500000","2793100000","2829300000","2290600000","2383784779.68443","2139495149.68561","1922066128.26311","2281191267.72414","3145007299.3543","3774078194.38783","4399810188.53","5099904952.72308","7095469858.60889","6391830118","8030689479.04001","9273742321.22","13133856773.2274","13267740900.763","13908478834.5577","11430419594.1159","10612424003.5399","11121674852.0875","11611923270.8084","11746237402.6767","9924199892.75224","15091693033.9345",
"United States","USA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","42450000000","43310000000","49380000000","71410000000","98310000000","107090000000","114740000000","120810000000","142075000000","184439000000","224238000000","237045000000","211177000000","201798000000","219933000000","215917000000","223342000000","250210000000","320228000000","359923000000","387398000000","414077000000","439631000000","456943000000","502859000000","575204000000","612113000000","678366000000","670416000000","698524000000","784939000000","731331000000","698036000000","730445000000","823584000000","913016000000","1040905000000","1165153000000","1308794000000","1070330000000","1290279000000","1498887000000","1562631000000","1593708000000","1635563000000","1511383000000","1457394000000","1557004000000","1676914000000","1655099000000","1432216000000","1761365000000",
"Uzbekistan","UZB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4761667513.20208","5662038257.08386","7976367762.31322","10242912150.4046","10768293314.8553","10647939647.0349","12405089719.4323","10848550630.9996","11149958340.5749","10556224873.9224","9481463079.0143","8645168397.38061","10161532897.2477","11385590058.244","13898626660.2829","12832166265.0595","14142302655.6944",
"St. Vincent and the Grenadines","VCT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","18100000","19100000","21100000","29800000","32190370.3703704","41100000","53600000","63200000","66111111.1111111","54370370.3703704","87407407.4074074","77370370.3703704","85407407.4074074","67422222.2222222","79025925.9259259","57122222.2222222","48859259.2592593","61940740.7407407","52555555.5555556","47285185.1851852","50092592.5925926","49611111.1111111","51748148.1481481","42740000","41223518.5185185","40087662.962963","39294315.9259259","42567624.0740741","41158206.6666667","51347431.4814815","57183457.7777778","53352369.2592593","44997766.6666667","43421505.5555556","47787147.7777778","53354951.4814815","49581250.3703704","46282409.2592593","46765689.2592593","43959379.6777778","46258274.262963","44564221.8481481","58206132.9111111","38211111.1111111",
"Venezuela, RB","VEN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","2640000000","3152000000","3202000000","4803000000","11290000000","8982000000","9342000000","9661000000","9174000000","14360000000","19275000000","20181000000","16516000000","14759000000","16075000000","14478000000","8664000000","10564000000","10217000000","13056000000","17620000000","15155000000","14187000000","14765000000","16092000000","19068000000","23692000000","23867000000","17703000000","20959000000","33525000000","26663000000","26777000000","27226000000","39664000000","55712000000","65574000000","70193000000","96053000000","58514000000","66883000000","93743000000","97873000000","88749000000","74672000000","37232000000","27399000000","","","","","",
"British Virgin Islands","VGB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7255000000","9185000000","9361000000","11540000000","14448000000","15027000000","16706000000","20149000000","26485000000","32447000000","39826000000","48561000000","62685000000","57096000000","72237000000","96906000000","114694000000","132032000000","150217000000","162017000000","176581000000","215119000000","243697000000","264189000000","282629000000","336311000000",
"Vanuatu","VUT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","10674843.4374267","17923336.0658877","32541427.5567093","18667530.0207811","8814448.78274508","13733166.2814661","15387337.8180998","13739050.9828739","13731603.2610571","14856832.774215","17795587.5083139","17429651.8169486","25105977.4806165","28279003.2573096","30197048.7779181","35320103.8292138","33784739.2463361","25658442.1741935","27191147.5060247","19888957.8470375","20199876.8657673","26836551.718528","38142840.1941265","38113245.1119587","37694911.8508133","33547266.472426","41879497.0480725","55235400.8802541","48764329.4422969","67318471.2733517","54716277.2812901","38530333.5840968","63376967.7726891","38847651.8935364","50175752.1065882","60531903.9532004","63025478.7449883","46519424.7729096","46161284.7586434","53832713.7400545",
"World","WLD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","1838846713967.73","1778836130786.79","1869647193225.4","1870053898456.54","2020559195331.96","2405025165673.83","2755848028777.26","2984378079772.12","3446407754558.61","3504125379753.76","3740331217605.31","3677945336222.47","4169931719242.31","5053964789234.34","5362474125832.57","5453763793288.49","5363838945419.15","5548853442272.47","6255323985132.74","5982964031881.67","6208356748966.87","7401185195357.71","9026006111551.96","10303954636254.6","11914529081122.7","13777676658068.1","15858406179859.4","12304568982790.7","14989389722273.1","17993213030832.3","18246165516974.7","18661230333661.6","18727469234005.3","16301005222922.1","15805378102873.9","17546838242479.8","19250561542615.5","18723938622093.9","17409013389910.4","22039143894552.9",
"Samoa","WSM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","14731371.9254544","9737444.3799814","18132117.5538976","17219498.7714141","10782479.2061426","13459423.9882864","17693792.8124794","18342851.8548045","16122758.6265803","10506494.4362881","11768596.4955002","15092985.2867427","12866755.0096724","8875028.77168879","6471851.75111584","5822467.45304217","6435403.72668791","3518686.08369515","8761204.61509693","10084588.2236473","14632497.6898627","20399046.2351807","22421703.2529391","","","","","11895645.7976497","11996778.597305","10345337.7276993","13888910.3191253","11255701.5624341","11550403.8168026","23138699.1111369","24640076.8398158","31175637.6305406","23944033.3829084","27497031.5566684","33784412.8279011","36255445.0207062","37341564.5026195","42250904.8059903","50562888.8497445","38293036.0586787","29000635.3978131",
"Kosovo","XKX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76189033.099938","79656236.3189136","123704769.795927","181791062.472547","176382092.082093","243192912.129027","394854702.213198","441516474.601507","361938253.546288","386851034.157671","429682281.196521","357807181.403158","340651181.675465","428911370.153718","443642065.810286","439864462.250585","544541970.216295","889021107.41302",
"Yemen, Rep.","YEM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6413184250.75468","7316390000","7049520000","8976860000","5881025325.95418","7648263494.65773","9116709196.43837","7808322732.77752","7841635334.74468","7723739426.88935","1438879485.31818","472836000","","","","","",
"South Africa","ZAF","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","1987999205.59552","2080399168.67249","2230199108.81244","2393999043.35798","2536798986.29512","2585798966.71473","2745398902.9386","2958198817.90375","3291398684.75708","3352998660.14173","3316598674.68717","3622301658.24039","4511200021.12327","6239348867.30073","8747567732.17531","8839265940.9847","8559449992.557","10494899990.874","12993849988.701","17690058600.7603","26013394351.1982","21008683395.4139","17753330395.5743","18684414751.9414","17170850800.6315","16263926781.5449","18032550277.5562","23626305610.4052","24367871049.8668","22676225043.8648","23726268780.4563","22934999182.7559","24539919850.4024","26017308969.7067","26250591782.8762","29783450232.3617","30426457917.2845","31166601219.4039","29198775557.6002","28533997381.825","31949744260.4212","31063633958.2532","31772111971.7126","38700083788.9433","48236927417.6717","56261041953.2079","66157547302.1354","78691590487.7347","89030761368.9467","70556077152.1069","91760122454.7508","109454328329.752","100042921407.803","96524479547.8262","93246684683.9008","80790790820.7164","76517462442.013","87638027809.0249","94254889947.382","90085572881.2079","85466289816.0204","121771632881.247",
